period,r10yr,rff,rbaa,r3mo,r1yr,r3yr,r5yr,rec,rec12mo,r10yrff,emp,ur,sp500,ip,cycle,r10yrffma,s6_lnsp500,s6_lnemp,s6_lnip
6/1/1991,8.28,5.9,9.96,5.57,6.36,7.39,7.94,0,0,2.38,108338,6.9,378.29,61.5611,expansion,1.93,0.140363514,-0.00763201,0.00434985
7/1/1991,8.27,5.82,9.89,5.58,6.31,7.38,7.91,0,0,2.45,108290,6.8,380.23,61.723,expansion,2.14,0.155444594,-0.007002849,0.010257703
8/1/1991,7.9,5.66,9.65,5.33,5.78,6.80,7.43,0,0,2.24,108302,6.9,389.4,61.736,expansion,2.25,0.072244907,-0.003953321,0.017711321
9/1/1991,7.65,5.45,9.51,5.22,5.57,6.50,7.14,0,0,2.2,108333,6.9,387.2,62.2464,expansion,2.28,0.039295096,-0.002176099,0.031654177
10/1/1991,7.53,5.21,9.49,4.99,5.33,6.23,6.87,0,0,2.32,108362,7,386.88,62.1825,expansion,2.31,0.018785775,9.22875E-05,0.027995694
11/1/1991,7.42,4.81,9.45,4.56,4.89,5.90,6.62,0,0,2.61,108300,7,385.92,62.0983,expansion,2.37,0.020762354,0.000461787,0.016745354
12/1/1991,7.09,4.43,9.26,4.07,4.38,5.39,6.19,0,0,2.66,108330,7.3,388.51,61.8108,expansion,2.41,0.026657812,-7.38457E-05,0.004047929
1/1/1992,7.03,4.03,9.13,3.8,4.15,5.40,6.24,0,0,3,108367,7.3,416.08,61.4898,expansion,2.51,0.090101217,0.000710801,-0.003785326
2/1/1992,7.34,4.06,9.23,3.84,4.29,5.72,6.58,0,0,3.28,108312,7.4,412.56,61.9299,expansion,2.68,0.057774557,9.23301E-05,0.003135871
3/1/1992,7.54,3.98,9.25,4.04,4.63,6.18,6.95,0,0,3.56,108361,7.4,407.36,62.449,expansion,2.91,0.05075596,0.000258429,0.003249521
4/1/1992,7.48,3.73,9.21,3.75,4.3,5.93,6.78,0,0,3.75,108515,7.4,407.41,62.9312,expansion,3.14,0.051705482,0.001410938,0.011968456
5/1/1992,7.39,3.82,9.13,3.63,4.19,5.81,6.69,0,0,3.57,108648,7.6,414.81,63.1359,expansion,3.30,0.07219049,0.003208145,0.016570933
6/1/1992,7.26,3.76,9.05,3.66,4.17,5.60,6.48,0,0,3.5,108717,7.8,408.27,63.1736,expansion,3.44,0.049609811,0.003566052,0.021808386
7/1/1992,6.84,3.25,8.84,3.21,3.6,4.91,5.84,0,0,3.59,108799,7.7,415.05,63.7408,expansion,3.54,-0.002478555,0.003978529,0.035953553
8/1/1992,6.59,3.3,8.65,3.13,3.47,4.72,5.60,0,0,3.29,108923,7.6,417.93,63.3917,expansion,3.54,0.012932305,0.005625259,0.023329838
9/1/1992,6.42,3.22,8.62,2.91,3.18,4.42,5.38,0,0,3.2,108954,7.6,418.48,63.5927,expansion,3.48,0.026931784,0.005457529,0.01814846
10/1/1992,6.59,3.1,8.84,2.86,3.3,4.64,5.60,0,0,3.49,109135,7.3,412.5,64.0282,expansion,3.44,0.012416156,0.005697236,0.017281545
11/1/1992,6.87,3.09,8.96,3.13,3.68,5.14,6.04,0,0,3.78,109280,7.4,422.84,64.2732,expansion,3.48,0.019173273,0.005800097,0.017853202
12/1/1992,6.77,2.92,8.81,3.22,3.71,5.21,6.08,0,0,3.85,109500,7.4,435.64,64.3668,expansion,3.53,0.064887494,0.007176374,0.01871148
1/1/1993,6.6,3.02,8.67,3,3.5,4.93,5.83,0,0,3.58,109795,7.3,435.23,64.6256,expansion,3.53,0.047475632,0.009112847,0.013785757
2/1/1993,6.26,3.03,8.39,2.93,3.39,4.58,5.43,0,0,3.23,110044,7.1,441.7,64.929,expansion,3.52,0.055316964,0.010239075,0.023961427
3/1/1993,5.98,3.07,8.15,2.95,3.33,4.40,5.19,0,0,2.91,109992,7,450.16,64.872,expansion,3.47,0.072973976,0.009481861,0.019917414
4/1/1993,5.97,2.96,8.14,2.87,3.24,4.30,5.13,0,0,3.01,110295,7.1,443.08,65.0611,expansion,3.39,0.071514135,0.010572946,0.016003217
5/1/1993,6.04,3,8.21,2.96,3.36,4.40,5.20,0,0,3.04,110570,7.1,445.25,64.8104,expansion,3.27,0.051642065,0.011735409,0.008323336
6/1/1993,5.96,3.04,8.07,3.07,3.54,4.53,5.22,0,0,2.92,110751,7,448.06,64.9553,expansion,3.12,0.028110938,0.011359889,0.009101369
7/1/1993,5.81,3.06,7.93,3.04,3.47,4.43,5.09,0,0,2.75,111060,6.9,447.29,65.1198,expansion,2.98,0.027332527,0.011455605,0.007618033
8/1/1993,5.68,3.03,7.60,3.02,3.44,4.36,5.03,0,0,2.65,111209,6.8,454.13,65.0494,expansion,2.88,0.027752582,0.010531028,0.001852616
9/1/1993,5.36,3.09,7.34,2.95,3.36,4.17,4.73,0,0,2.27,111454,6.7,459.24,65.3882,expansion,2.77,0.019969874,0.013204314,0.007925716
10/1/1993,5.33,2.99,7.31,3.02,3.39,4.18,4.71,0,0,2.34,111734,6.8,463.9,65.8702,expansion,2.66,0.045918671,0.012962452,0.012359311
11/1/1993,5.72,3.02,7.66,3.1,3.58,4.50,5.06,0,0,2.7,111990,6.6,462.89,66.1779,expansion,2.61,0.038853523,0.012760777,0.020880486
12/1/1993,5.77,2.96,7.69,3.06,3.61,4.54,5.15,0,0,2.81,112324,6.5,465.95,66.5602,expansion,2.59,0.03915118,0.014103114,0.02440746
1/1/1994,5.75,3.05,7.65,2.98,3.54,4.48,5.09,0,0,2.7,112598,6.6,472.99,66.7722,expansion,2.58,0.055867093,0.013753358,0.025058176
2/1/1994,5.97,3.25,7.76,3.25,3.87,4.83,5.40,0,0,2.72,112779,6.6,471.58,66.8068,expansion,2.59,0.037705258,0.014018838,0.026657891
3/1/1994,6.48,3.34,8.13,3.5,4.32,5.40,5.94,0,0,3.14,113240,6.5,463.81,67.4832,expansion,2.74,0.009902036,0.015897511,0.031536864
4/1/1994,6.97,3.56,8.52,3.68,4.82,5.99,6.52,0,0,3.41,113587,6.4,447.23,67.8771,expansion,2.91,-0.036596008,0.016448017,0.030012578
5/1/1994,7.18,4.01,8.62,4.14,5.31,6.34,6.78,0,0,3.17,113923,6.1,450.9,68.1961,expansion,2.99,-0.026243859,0.0171132,0.030040808
6/1/1994,7.1,4.25,8.65,4.14,5.27,6.27,6.70,0,0,2.85,114237,6.1,454.83,68.6526,expansion,3.00,-0.024154609,0.016887686,0.030952203
7/1/1994,7.3,4.26,8.80,4.33,5.48,6.48,6.91,0,0,3.04,114607,6.1,451.4,68.7353,expansion,3.06,-0.046720382,0.017684931,0.028976069
8/1/1994,7.24,4.47,8.74,4.48,5.56,6.50,6.88,0,0,2.77,114899,6,464.24,69.1954,expansion,3.06,-0.015687099,0.01862333,0.035129515
9/1/1994,7.46,4.73,8.98,4.62,5.76,6.69,7.08,0,0,2.73,115253,5.9,466.96,69.4017,expansion,3.00,0.006768615,0.017620252,0.028032685
10/1/1994,7.74,4.76,9.20,4.95,6.11,7.04,7.40,0,0,2.98,115458,5.8,463.81,69.969,expansion,2.92,0.036401982,0.016337764,0.03035357
11/1/1994,7.96,5.29,9.32,5.29,6.54,7.44,7.72,0,0,2.67,115873,5.6,461.01,70.4367,expansion,2.84,0.022174149,0.016971982,0.032327056
12/1/1994,7.81,5.45,9.10,5.6,7.14,7.71,7.78,0,0,2.36,116176,5.5,455.19,71.1413,expansion,2.76,0.000791191,0.016831045,0.035609035
1/1/1995,7.78,5.53,9.08,5.71,7.05,7.66,7.76,0,0,2.25,116504,5.6,465.25,71.2762,expansion,2.63,0.030221031,0.016416723,0.036299575
2/1/1995,7.47,5.92,8.85,5.77,6.7,7.25,7.37,0,0,1.55,116693,5.4,481.92,71.1904,expansion,2.42,0.037376465,0.015493073,0.028423591
3/1/1995,7.2,5.98,8.70,5.73,6.43,6.89,7.05,0,0,1.22,116907,5.4,493.15,71.2891,expansion,2.17,0.054569787,0.014249035,0.026832078
4/1/1995,7.06,6.05,8.60,5.65,6.27,6.68,6.86,0,0,1.01,117065,5.8,507.91,71.1623,expansion,1.84,0.090829281,0.013822509,0.016910897
5/1/1995,6.63,6.01,8.20,5.67,6,6.27,6.41,0,0,0.62,117050,5.6,523.81,71.5044,expansion,1.50,0.127709288,0.01010643,0.015044552
6/1/1995,6.17,6,7.90,5.47,5.64,5.80,5.93,0,0,0.17,117286,5.6,539.35,71.743,expansion,1.14,0.169649797,0.009509114,0.008422249
7/1/1995,6.28,5.85,8.04,5.42,5.59,5.89,6.01,0,0,0.43,117377,5.7,557.37,71.4459,expansion,0.83,0.180654397,0.00746537,0.002378049
8/1/1995,6.49,5.74,8.19,5.4,5.75,6.10,6.24,0,0,0.75,117639,5.7,559.11,72.38,expansion,0.70,0.148568109,0.008074059,0.01657204
9/1/1995,6.2,5.8,7.93,5.28,5.62,5.89,6.00,0,0,0.4,117880,5.6,578.77,72.6601,expansion,0.56,0.160091775,0.008288411,0.019048963
10/1/1995,6.04,5.76,7.75,5.28,5.59,5.77,5.86,0,0,0.28,118029,5.5,582.92,72.5428,expansion,0.44,0.137745689,0.008201021,0.019213549
11/1/1995,5.93,5.8,7.68,5.36,5.43,5.57,5.69,0,0,0.13,118168,5.6,595.53,72.7178,expansion,0.36,0.128322742,0.009506147,0.01682721
12/1/1995,5.71,5.6,7.49,5.14,5.31,5.39,5.51,0,0,0.11,118325,5.6,614.57,72.9672,expansion,0.35,0.130558125,0.008819679,0.016919736
1/1/1996,5.65,5.56,7.47,5,5.09,5.20,5.36,0,0,0.09,118318,5.6,614.42,72.5866,expansion,0.29,0.097449441,0.007984938,0.015839812
2/1/1996,5.81,5.22,7.63,4.83,4.94,5.14,5.38,0,0,0.59,118734,5.5,649.54,73.6389,expansion,0.27,0.149918186,0.009265084,0.017243401
3/1/1996,6.27,5.31,8.03,4.96,5.34,5.79,5.97,0,0,0.96,118990,5.5,647.07,73.5202,expansion,0.36,0.111549318,0.009372298,0.011767795
4/1/1996,6.51,5.22,8.19,4.95,5.54,6.11,6.30,0,0,1.29,119156,5.6,647.17,74.2664,expansion,0.53,0.104559055,0.009503202,0.023481896
5/1/1996,6.74,5.24,8.30,5.02,5.64,6.27,6.48,0,0,1.5,119489,5.6,661.23,74.8145,expansion,0.76,0.104649972,0.011116976,0.02842552
6/1/1996,6.91,5.27,8.40,5.09,5.81,6.49,6.69,0,0,1.64,119770,5.3,668.5,75.3779,expansion,1.01,0.08411356,0.012138161,0.032504103
7/1/1996,6.87,5.4,8.35,5.15,5.85,6.45,6.64,0,0,1.47,120016,5.5,644.07,75.3754,expansion,1.24,0.047128682,0.014249152,0.03770063
8/1/1996,6.64,5.22,8.18,5.05,5.67,6.21,6.39,0,0,1.42,120201,5.1,662.68,75.7568,expansion,1.38,0.020027799,0.012279645,0.028354791
9/1/1996,6.83,5.3,8.35,5.09,5.83,6.41,6.60,0,0,1.53,120402,5.2,674.88,76.2304,expansion,1.48,0.042080417,0.011796688,0.036200135
10/1/1996,6.53,5.24,8.07,4.99,5.55,6.08,6.27,0,0,1.29,120663,5.2,701.46,76.2193,expansion,1.48,0.080554866,0.012567977,0.025956083
11/1/1996,6.2,5.31,7.79,5.03,5.42,5.82,5.97,0,0,0.89,120949,5.4,735.67,76.8941,expansion,1.37,0.106679912,0.012144652,0.027417434
12/1/1996,6.3,5.29,7.89,4.91,5.47,5.91,6.07,0,0,1.01,121145,5.4,743.25,77.3731,expansion,1.27,0.105996065,0.011414938,0.026125046
1/1/1997,6.58,5.25,8.09,5.03,5.61,6.16,6.33,0,0,1.33,121363,5.3,766.22,77.5138,expansion,1.25,0.173661919,0.011160987,0.027975023
2/1/1997,6.42,5.19,7.94,5.01,5.53,6.03,6.20,0,0,1.23,121675,5.2,798.39,78.4246,expansion,1.21,0.186304981,0.012188214,0.034609444
3/1/1997,6.69,5.39,8.18,5.14,5.8,6.38,6.54,0,0,1.3,121989,5.2,792.16,78.9266,expansion,1.18,0.160228494,0.013094733,0.034757973
4/1/1997,6.89,5.51,8.34,5.16,5.99,6.61,6.76,0,0,1.38,122284,5.1,763.93,78.9924,expansion,1.19,0.085312285,0.013344672,0.035736934
5/1/1997,6.71,5.5,8.20,5.05,5.87,6.42,6.57,0,0,1.21,122551,4.9,833.09,79.4411,expansion,1.24,0.124360031,0.013158301,0.032586716
6/1/1997,6.49,5.56,8.02,4.93,5.69,6.24,6.38,0,0,0.93,122816,5,876.29,79.8048,expansion,1.23,0.164664625,0.013699125,0.030944478
7/1/1997,6.22,5.52,7.75,5.05,5.54,6.00,6.12,0,0,0.7,123112,4.9,925.29,80.48,expansion,1.13,0.188637867,0.014308456,0.037552721
8/1/1997,6.3,5.54,7.82,5.14,5.56,6.06,6.16,0,0,0.76,123092,4.8,927.74,81.2862,expansion,1.05,0.150154321,0.011578488,0.035838607
9/1/1997,6.21,5.54,7.70,4.95,5.52,5.98,6.11,0,0,0.67,123577,4.9,937.02,82.038,expansion,0.94,0.167941235,0.012933567,0.038664248
10/1/1997,6.03,5.5,7.57,4.97,5.46,5.84,5.93,0,0,0.53,123923,4.7,951.16,82.7657,expansion,0.80,0.21920613,0.013314197,0.046662079
11/1/1997,5.88,5.52,7.42,5.14,5.46,5.76,5.80,0,0,0.36,124230,4.6,938.92,83.4321,expansion,0.66,0.119588599,0.013607416,0.049017261
12/1/1997,5.81,5.5,7.32,5.16,5.53,5.74,5.77,0,0,0.31,124551,4.7,962.37,83.7826,expansion,0.56,0.093701906,0.01402797,0.048641696
1/1/1998,5.54,5.56,7.19,5.04,5.24,5.38,5.42,0,0,-0.02,124813,4.6,963.36,84.1656,expansion,0.44,0.040319972,0.013722107,0.04477758
2/1/1998,5.57,5.51,7.25,5.09,5.31,5.43,5.49,0,0,0.06,125018,4.6,1023.74,84.3048,expansion,0.32,0.098466346,0.015525684,0.036462542
3/1/1998,5.65,5.49,7.32,5.03,5.39,5.57,5.61,0,0,0.16,125164,4.7,1076.83,84.3416,expansion,0.23,0.139072192,0.012760434,0.027692664
4/1/1998,5.64,5.45,7.33,4.95,5.38,5.58,5.61,0,0,0.19,125445,4.3,1112.2,84.6263,expansion,0.18,0.156413022,0.012207011,0.022231369
5/1/1998,5.65,5.49,7.30,5,5.44,5.61,5.63,0,0,0.16,125846,4.4,1108.42,85.1839,expansion,0.14,0.165960578,0.012924251,0.020779321
6/1/1998,5.5,5.56,7.13,4.98,5.41,5.52,5.52,0,0,-0.06,126077,4.5,1108.39,84.6809,expansion,0.08,0.141264799,0.012177561,0.010664726
7/1/1998,5.46,5.54,7.15,4.96,5.36,5.47,5.46,0,0,-0.08,126209,4.5,1156.58,84.3448,expansion,0.07,0.18279548,0.011122646,0.002126872
8/1/1998,5.34,5.55,7.14,4.9,5.21,5.24,5.27,0,0,-0.21,126547,4.5,1074.62,86.0846,expansion,0.03,0.048504523,0.012156054,0.020891731
9/1/1998,4.81,5.51,7.09,4.61,4.71,4.62,4.62,0,0,-0.7,126745,4.6,1020.64,85.9945,expansion,-0.12,-0.053591658,0.012552317,0.019408122
10/1/1998,4.53,5.07,7.18,3.96,4.12,4.18,4.18,0,0,-0.54,126950,4.5,1032.47,86.5967,expansion,-0.24,-0.074386046,0.011925893,0.023016616
11/1/1998,4.83,4.83,7.34,4.41,4.53,4.57,4.54,0,0,0,127225,4.4,1144.43,86.5114,expansion,-0.27,0.031971119,0.010898235,0.015463748
12/1/1998,4.65,4.68,7.23,4.39,4.52,4.48,4.45,0,0,-0.03,127598,4.4,1190.05,86.8608,expansion,-0.26,0.071086811,0.011991865,0.025416763
1/1/1999,4.72,4.63,7.29,4.34,4.51,4.61,4.60,0,0,0.09,127704,4.3,1248.77,87.2277,expansion,-0.23,0.076691692,0.011775823,0.033608782
2/1/1999,5,4.76,7.39,4.44,4.7,4.90,4.91,0,0,0.24,128118,4.4,1246.58,87.7266,expansion,-0.16,0.148436691,0.012337934,0.018894626
3/1/1999,5.23,4.81,7.53,4.44,4.78,5.11,5.14,0,0,0.42,128233,4.2,1281.66,87.9203,expansion,0.03,0.227726231,0.011671728,0.022147382
4/1/1999,5.18,4.74,7.48,4.29,4.69,5.03,5.08,0,0,0.44,128595,4.3,1334.76,88.1153,expansion,0.19,0.256797511,0.012874623,0.017384476
5/1/1999,5.54,4.74,7.72,4.5,4.85,5.33,5.44,0,0,0.8,128810,4.2,1332.07,88.6554,expansion,0.33,0.151827427,0.012381278,0.024480747
6/1/1999,5.9,4.76,8.02,4.57,5.1,5.70,5.81,0,0,1.14,129088,4.3,1322.55,88.5958,expansion,0.52,0.105566368,0.011609646,0.019777615
7/1/1999,5.79,4.99,7.95,4.55,5.03,5.62,5.68,0,0,0.8,129423,4.3,1380.99,89.1235,expansion,0.64,0.100641566,0.013371024,0.021501107
8/1/1999,5.94,5.07,8.15,4.72,5.2,5.77,5.84,0,0,0.87,129569,4.2,1327.49,89.5116,expansion,0.75,0.06288614,0.011261844,0.020143066
9/1/1999,5.92,5.22,8.20,4.68,5.25,5.75,5.80,0,0,0.7,129781,4.2,1318.17,89.1361,expansion,0.79,0.028088298,0.011999493,0.013733693
10/1/1999,6.11,5.2,8.38,4.86,5.43,5.94,6.03,0,0,0.91,130179,4.1,1300.01,90.2842,expansion,0.87,-0.026379544,0.012242496,0.024316289
11/1/1999,6.03,5.42,8.15,5.07,5.55,5.92,5.97,0,0,0.61,130467,4.1,1391,90.7631,expansion,0.84,0.04328879,0.012781871,0.023495871
12/1/1999,6.28,5.3,8.19,5.2,5.84,6.14,6.19,0,0,0.98,130781,4,1428.68,91.4926,expansion,0.81,0.07718925,0.013029826,0.032173642
1/1/2000,6.66,5.45,8.33,5.32,6.12,6.49,6.58,0,0,1.21,131009,4,1425.59,91.4251,expansion,0.88,0.03178513,0.012179913,0.02549701
2/1/2000,6.52,5.73,8.29,5.55,6.22,6.65,6.68,0,0,0.79,131120,4.1,1388.87,91.7357,expansion,0.87,0.045200526,0.011899377,0.024543391
3/1/2000,6.26,5.85,8.37,5.69,6.22,6.53,6.50,0,0,0.41,131604,4,1442.21,92.0933,expansion,0.82,0.089932248,0.013948999,0.032637778
4/1/2000,5.99,6.02,8.40,5.66,6.15,6.36,6.26,0,1,-0.03,131883,3.8,1461.36,92.6838,prerecession,0.66,0.116995552,0.013004739,0.026231227
5/1/2000,6.44,6.27,8.90,5.79,6.33,6.77,6.69,0,1,0.17,132106,4,1418.48,92.9376,prerecession,0.59,0.019562963,0.012484309,0.023675485
6/1/2000,6.1,6.53,8.48,5.69,6.17,6.43,6.30,0,1,-0.43,132060,4,1461.96,93.0076,prerecession,0.35,0.02302706,0.009732196,0.016423116
7/1/2000,6.05,6.54,8.35,5.96,6.08,6.28,6.18,0,1,-0.49,132228,4,1473,92.8458,prerecession,0.07,0.032715374,0.009261682,0.015419995
8/1/2000,5.83,6.5,8.26,6.09,6.18,6.17,6.06,0,1,-0.67,132231,4.1,1485.46,92.5972,prerecession,-0.17,0.067234022,0.008437459,0.009347287
9/1/2000,5.8,6.52,8.35,6,6.13,6.02,5.93,0,1,-0.72,132357,3.9,1468.05,92.9653,prerecession,-0.36,0.01775833,0.005705404,0.009424112
10/1/2000,5.74,6.51,8.34,6.11,6.01,5.85,5.78,0,1,-0.77,132352,3.9,1390.14,92.6418,prerecession,-0.49,-0.049963047,0.003549874,-0.000453256
11/1/2000,5.72,6.51,8.28,6.17,6.09,5.79,5.70,0,1,-0.79,132553,3.9,1375.04,92.6618,prerecession,-0.65,-0.031103054,0.003377935,-0.002971995
12/1/2000,5.24,6.4,8.02,5.77,5.6,5.26,5.17,0,1,-1.16,132718,3.9,1330.93,92.3459,prerecession,-0.77,-0.093900055,0.004970212,-0.007139901
1/1/2001,5.16,5.98,7.93,5.15,4.81,4.77,4.86,0,1,-0.82,132699,4.2,1335.63,91.8903,prerecession,-0.82,-0.097898047,0.0035557,-0.010344578
2/1/2001,5.1,5.49,7.87,4.88,4.68,4.71,4.89,0,1,-0.39,132786,4.2,1305.75,91.2915,prerecession,-0.78,-0.1289469,0.004188417,-0.01420122
3/1/2001,4.89,5.31,7.84,4.42,4.3,4.43,4.64,0,1,-0.42,132751,4.3,1185.85,91.0526,prerecession,-0.73,-0.213475173,0.002972376,-0.020788944
4/1/2001,5.14,4.8,8.07,3.87,3.98,4.42,4.76,1,1,0.34,132455,4.4,1189.84,90.7293,recession,-0.54,-0.155585617,0.000777925,-0.020860096
5/1/2001,5.39,4.21,8.07,3.62,3.78,4.51,4.93,1,1,1.18,132411,4.3,1270.37,90.2577,recession,-0.21,-0.079174625,-0.001071844,-0.026287394
6/1/2001,5.28,3.97,7.97,3.49,3.58,4.35,4.81,1,1,1.31,132296,4.5,1238.71,89.7677,recession,0.20,-0.07180743,-0.00318474,-0.028316087
7/1/2001,5.24,3.77,7.97,3.51,3.62,4.31,4.76,1,1,1.47,132173,4.6,1204.45,89.226,recession,0.58,-0.103380059,-0.003971735,-0.029422997
8/1/2001,4.97,3.65,7.85,3.36,3.47,4.04,4.57,1,1,1.32,132024,4.9,1178.51,89.1326,recession,0.87,-0.10252666,-0.005755086,-0.023932535
9/1/2001,4.73,3.07,8.03,2.64,2.82,3.45,4.12,1,1,1.66,131765,5,1044.64,88.6679,recession,1.21,-0.126787489,-0.00745516,-0.026539432
10/1/2001,4.57,2.49,7.91,2.16,2.33,3.14,3.91,1,1,2.08,131452,5.3,1076.59,88.3926,recession,1.50,-0.100020206,-0.007601199,-0.026092092
11/1/2001,4.65,2.09,7.81,1.87,2.18,3.22,3.97,1,1,2.56,131141,5.5,1129.68,87.8774,recession,1.73,-0.11737379,-0.009637641,-0.026726251
12/1/2001,5.09,1.82,8.05,1.69,2.22,3.62,4.39,0,0,3.27,130984,5.7,1144.93,87.8344,expansion,2.06,-0.078727016,-0.009966658,-0.021771999
1/1/2002,5.04,1.73,7.87,1.65,2.16,3.56,4.34,0,0,3.31,130853,5.7,1140.21,88.4665,expansion,2.37,-0.054810575,-0.010037115,-0.008548528
2/1/2002,4.91,1.74,7.89,1.73,2.23,3.55,4.30,0,0,3.17,130732,5.7,1100.67,88.4661,expansion,2.68,-0.068331843,-0.009834298,-0.007505721
3/1/2002,5.28,1.73,8.11,1.79,2.57,4.14,4.74,0,0,3.55,130720,5.7,1153.79,89.1228,expansion,2.99,0.099379847,-0.007962402,0.005117264
4/1/2002,5.21,1.75,8.03,1.72,2.48,4.01,4.65,0,0,3.46,130616,5.9,1112.04,89.5532,expansion,3.22,0.032397528,-0.006380045,0.013044606
5/1/2002,5.16,1.75,8.09,1.73,2.35,3.80,4.49,0,0,3.41,130632,5.8,1079.27,89.934,expansion,3.36,-0.04564952,-0.00388887,0.023133407
6/1/2002,4.93,1.75,7.95,1.7,2.2,3.49,4.19,0,0,3.18,130682,5.8,1014.05,90.6769,expansion,3.35,-0.121391286,-0.002308287,0.031849415
7/1/2002,4.65,1.73,7.90,1.68,1.96,3.01,3.81,0,0,2.92,130585,5.8,903.59,90.6455,expansion,3.28,-0.232592017,-0.0020502,0.024332345
8/1/2002,4.26,1.74,7.58,1.62,1.76,2.52,3.29,0,0,2.52,130587,5.7,912.55,90.5475,expansion,3.17,-0.187431486,-0.001109755,0.023255147
9/1/2002,3.87,1.75,7.40,1.63,1.72,2.32,2.94,0,0,2.12,130498,5.7,867.81,90.6381,expansion,2.94,-0.284834658,-0.00169973,0.01685946
10/1/2002,3.94,1.75,7.73,1.58,1.65,2.25,2.95,0,0,2.19,130621,5.7,854.63,90.4041,expansion,2.72,-0.263282819,3.82794E-05,0.009456758
11/1/2002,4.05,1.34,7.62,1.23,1.49,2.32,3.05,0,0,2.71,130617,5.9,909.93,90.8985,expansion,2.61,-0.170672492,-0.000114833,0.010667431
12/1/2002,4.03,1.24,7.45,1.19,1.45,2.23,3.03,0,0,2.79,130469,6,899.18,90.389,expansion,2.54,-0.120224256,-0.001631241,-0.00318006
1/1/2003,4.05,1.24,7.35,1.17,1.36,2.18,3.05,0,0,2.81,130580,5.8,895.84,91.1355,expansion,2.52,-0.008613892,-3.829E-05,0.005391116
2/1/2003,3.9,1.26,7.06,1.17,1.3,2.05,2.90,0,0,2.64,130443,5.9,837.62,91.2502,expansion,2.54,-0.085678341,-0.001103322,0.007730609
3/1/2003,3.81,1.25,6.95,1.13,1.24,1.98,2.78,0,0,2.56,130232,5.9,846.62,91.0059,expansion,2.62,-0.024720845,-0.002040426,0.004049685
4/1/2003,3.96,1.26,6.85,1.13,1.27,2.06,2.93,0,0,2.7,130176,6,890.03,90.4281,expansion,2.70,0.040586543,-0.003412619,0.000265439
5/1/2003,3.57,1.26,6.38,1.07,1.18,1.75,2.52,0,0,2.31,130196,6.1,935.96,90.4073,expansion,2.64,0.028205067,-0.003228369,-0.005418483
6/1/2003,3.33,1.22,6.19,0.92,1.01,1.51,2.27,0,0,2.11,130192,6.3,988,90.5218,expansion,2.52,0.094199461,-0.002125367,0.001468127
7/1/2003,3.98,1.01,6.62,0.9,1.12,1.93,2.87,0,0,2.97,130184,6.2,992.54,90.9896,expansion,2.55,0.102505488,-0.003037231,-0.001602196
8/1/2003,4.45,1.03,7.01,0.95,1.31,2.44,3.37,0,0,3.42,130153,6.1,989.53,90.7858,expansion,2.68,0.166665546,-0.002225668,-0.005102299
9/1/2003,4.27,1.01,6.79,0.94,1.24,2.23,3.18,0,0,3.26,130252,6.1,1019.44,91.3829,expansion,2.80,0.185756784,0.00015356,0.004134032
10/1/2003,4.29,1.01,6.73,0.92,1.25,2.26,3.19,0,0,3.28,130439,6,1038.73,91.5005,expansion,2.89,0.154498922,0.002018304,0.011789377
11/1/2003,4.3,1,6.66,0.93,1.34,2.45,3.29,0,0,3.3,130482,5.8,1049.9,92.1265,expansion,3.06,0.11487746,0.002194279,0.018837616
12/1/2003,4.27,0.98,6.60,0.9,1.31,2.44,3.27,0,0,3.29,130594,5.7,1080.64,92.1722,expansion,3.25,0.089626039,0.00308299,0.018067861
1/1/2004,4.15,1,6.44,0.88,1.24,2.27,3.12,0,0,3.15,130766,5.7,1132.52,92.327,expansion,3.28,0.131933203,0.004460632,0.014591409
2/1/2004,4.08,1.01,6.27,0.93,1.24,2.25,3.07,0,0,3.07,130822,5.6,1143.36,92.8873,expansion,3.23,0.144496492,0.005126939,0.022884045
3/1/2004,3.83,1,6.11,0.94,1.19,2.00,2.79,0,0,2.83,131139,5.8,1123.98,92.5325,expansion,3.15,0.097622501,0.006786794,0.012501563
4/1/2004,4.35,1,6.46,0.94,1.43,2.57,3.39,0,0,3.35,131409,5.6,1133.08,92.9096,expansion,3.17,0.086940775,0.007408912,0.015282541
5/1/2004,4.72,1,6.75,1.02,1.78,3.10,3.85,0,0,3.72,131693,5.6,1102.78,93.5838,expansion,3.24,0.049139343,0.00923817,0.015694659
6/1/2004,4.73,1.03,6.78,1.27,2.12,3.26,3.93,0,0,3.7,131789,5.6,1132.76,92.8621,expansion,3.30,0.047103674,0.009108885,0.00745703
7/1/2004,4.5,1.26,6.62,1.33,2.1,3.05,3.69,0,0,3.24,131850,5.5,1105.85,93.5511,expansion,3.32,-0.023830968,0.008255446,0.013171188
8/1/2004,4.28,1.43,6.46,1.48,2.02,2.88,3.47,0,0,2.85,131936,5.4,1088.94,93.6328,expansion,3.28,-0.04876655,0.008479336,0.007993819
9/1/2004,4.13,1.61,6.27,1.65,2.12,2.83,3.36,0,0,2.52,132083,5.4,1117.66,93.7418,expansion,3.23,-0.005638744,0.007172683,0.01298426
10/1/2004,4.1,1.76,6.21,1.76,2.23,2.85,3.35,0,0,2.34,132435,5.5,1118.07,94.5671,expansion,3.06,-0.013335604,0.007777362,0.017682658
11/1/2004,4.19,1.93,6.20,2.07,2.5,3.09,3.53,0,0,2.26,132509,5.4,1168.94,94.8,expansion,2.82,0.058263091,0.006177111,0.012912118
