period,r10yr,rff,rbaa,r3mo,r1yr,r3yr,r5yr,rec,rec12mo,r10yrff,emp,ur,sp500,ip,cycle,r10yrffma,s6_lnsp500,s6_lnemp,s6_lnip
5/1/2018,2.98,1.7,4.83,1.86,2.27,2.66,2.82,0,0,1.28,148755,3.8,2701.49,102.3911,expansion,1.25,0.040752745,0.009320298,0.011111291
6/1/2018,2.91,1.82,4.83,1.9,2.33,2.65,2.78,0,0,1.09,148968,4,2754.35,103.1924,expansion,1.25,0.033225108,0.009760979,0.016957187
7/1/2018,2.89,1.91,4.79,1.96,2.39,2.70,2.78,0,0,0.98,149023,3.8,2793.64,103.3334,expansion,1.22,0.001375496,0.009140918,0.018947722
8/1/2018,2.89,1.91,4.77,2.03,2.45,2.71,2.77,0,0,0.98,149274,3.8,2857.82,104.0807,expansion,1.14,0.054898036,0.008206471,0.02249443
9/1/2018,3,1.95,4.88,2.13,2.56,2.84,2.89,0,0,1.05,149361,3.7,2901.5,104.1181,expansion,1.09,0.070950672,0.007263816,0.01816274
10/1/2018,3.15,2.19,5.07,2.25,2.65,2.94,3.00,0,0,0.96,149525,3.8,2785.46,103.9397,expansion,1.06,0.048484516,0.007377085,0.0057206
11/1/2018,3.12,2.2,5.22,2.33,2.7,2.91,2.95,0,0,0.92,149622,3.8,2723.23,104.0007,expansion,1.00,0.008015203,0.005811456,0.015597835
12/1/2018,2.83,2.27,5.13,2.37,2.66,2.67,2.68,0,0,0.56,149804,3.9,2567.31,103.9946,expansion,0.91,-0.070322822,0.005596255,0.007743768
1/1/2019,2.71,2.4,5.12,2.37,2.58,2.52,2.54,0,0,0.31,150062,4,2607.39,103.373,expansion,0.80,-0.068995684,0.006947886,0.000383152
2/1/2019,2.68,2.4,4.95,2.39,2.55,2.48,2.49,0,0,0.28,150067,3.8,2754.86,102.8292,expansion,0.68,-0.036692472,0.005298318,-0.0120972
3/1/2019,2.57,2.41,4.84,2.4,2.49,2.37,2.37,0,1,0.16,150294,3.8,2803.98,102.8286,prerecession,0.53,-0.034188008,0.006227181,-0.012462307
4/1/2019,2.53,2.42,4.70,2.38,2.42,2.31,2.33,0,1,0.11,150602,3.7,2903.8,102.2481,prerecession,0.39,0.041607194,0.007176993,-0.01640871
5/1/2019,2.4,2.39,4.63,2.35,2.34,2.16,2.19,0,1,0.01,150640,3.6,2854.71,102.4192,prerecession,0.24,0.047151586,0.006780771,-0.015323435
6/1/2019,2.07,2.38,4.46,2.17,2,1.78,1.83,0,1,-0.31,150844,3.6,2890.166,102.4893,prerecession,0.09,0.118455282,0.006918417,-0.014580572
7/1/2019,2.06,2.4,4.28,2.1,1.96,1.8,1.83,0,1,-0.34,150934,3.7,2996.113636,102.0236,prerecession,-0.02,0.138966273,0.005794113,-0.013139647
8/1/2019,1.63,2.13,3.87,1.95,1.77,1.51,1.49,0,1,-0.5,151155,3.6,2897.498182,102.7754,prerecession,-0.15,0.050481044,0.007223939,-0.000523335
9/1/2019,1.7,2.04,3.91,1.89,1.8,1.59,1.57,0,1,-0.34,151358,3.5,2982.156,102.5315,prerecession,-0.23,0.061606692,0.007054516,-0.002893456
10/1/2019,1.71,1.83,3.92,1.65,1.61,1.53,1.53,0,1,-0.12,151458,3.6,2977.675217,101.6022,prerecession,-0.27,0.025122644,0.005667763,-0.006337024
11/1/2019,1.81,1.55,3.94,1.54,1.57,1.61,1.64,0,1,0.26,151666,3.6,3104.9045,102.148,prerecession,-0.23,0.084012696,0.00678785,-0.002651453
12/1/2019,1.86,1.55,3.88,1.54,1.55,1.63,1.68,0,1,0.31,151792,3.6,3176.749524,101.884,prerecession,-0.12,0.094544572,0.006264972,-0.005923492
1/1/2020,1.76,1.55,3.77,1.52,1.53,1.52,1.56,0,1,0.21,152045,3.6,3278.202857,101.3768,prerecession,-0.03,0.089979369,0.007333874,-0.006359891
2/1/2020,1.5,1.58,3.61,1.52,1.41,1.31,1.32,0,1,-0.08,152309,3.5,3277.314211,101.633,prerecession,0.04,0.12317658,0.007605552,-0.011177739
3/1/2020,0.87,0.65,4.29,0.29,0.33,0.5,0.59,1,1,0.22,150898,4.4,2652.393636,97.6672,recession,0.13,-0.117184038,-0.00304378,-0.048604287
4/1/2020,0.66,0.05,4.13,0.14,0.18,0.28,0.39,1,1,0.61,130421,14.8,2761.975238,84.5979,recession,0.26,-0.075196778,-0.149540679,-0.183155745
5/1/2020,0.67,0.05,3.95,0.13,0.16,0.22,0.34,,,0.62,133040,13.2,2919.615,85.9732,,0.32,-0.0615312,-0.1310309,-0.172387122
6/1/2020,0.73,0.08,3.64,0.16,0.18,0.22,0.34,,,0.65,137655,11,3104.660909,91.5625,,0.37,-0.02295401,-0.097760608,-0.106813112
7/1/2020,0.62,0.09,3.31,0.13,0.15,0.17,0.28,,,0.53,139240,10.2,3207.619091,95.0144,,0.43,-0.021766417,-0.087977467,-0.064815809
8/1/2020,0.65,0.1,3.27,0.1,0.13,0.16,0.27,,,0.55,140774,8.4,3391.71,95.8881,,0.53,0.03430997,-0.078755584,-0.058186399
9/1/2020,0.68,0.09,3.36,0.11,0.13,0.16,0.27,,,0.59,141820,7.8,3365.516667,95.8444,,0.59,0.238119001,-0.062045464,-0.018839738
10/1/2020,0.79,0.09,3.44,0.1,0.13,0.19,0.34,,,0.7,142493,6.8,3418.701364,96.4292,,0.61,0.213314671,0.088525196,0.130899617
11/1/2020,0.87,0.09,3.30,0.09,0.12,0.22,0.39,,,0.78,142761,6.7,3548.9925,96.8564,,0.63,0.195212002,0.070522068,0.119193849
12/1/2020,0.93,0.09,3.16,0.09,0.1,0.19,0.39,,,0.84,142518,6.7,3695.31,97.9754,,0.67,0.174159947,0.034717753,0.067694628
1/1/2021,1.08,0.09,3.24,0.08,0.1,0.2,0.45,,,0.99,142916,6.4,3793.748421,98.7836,,0.74,0.167825614,0.026057982,0.03890314
2/1/2021,1.26,0.08,3.42,0.04,0.07,0.21,0.54,,,1.18,143443,6.2,3883.432105,95.3744,,0.85,0.135385107,0.018781976,-0.005371688
3/1/2021,1.61,0.07,3.74,0.03,0.08,0.32,0.82,,,1.54,144274,6.1,3910.508261,98.1351,,1.01,0.150085863,0.017155621,0.023619058
4/1/2021,1.64,0.07,3.60,0.02,0.06,0.35,0.86,,,1.57,144593,6.1,4141.17619,98.2886,,1.15,0.191719091,0.014630023,0.019098989
5/1/2021,1.62,0.06,3.62,0.02,0.05,0.32,0.82,,,1.56,145044,5.8,4167.8495,99.1508,,1.28,0.160736435,0.015865241,0.023412454
6/1/2021,1.52,0.08,3.44,0.04,0.07,0.39,0.84,,,1.44,145822,5.9,4238.489545,99.5096,,1.38,0.137142518,0.022918392,0.015537695
7/1/2021,1.32,0.1,3.24,0.05,0.08,0.4,0.76,,,1.22,146761,5.4,4363.712857,100.1231,,1.42,0.139968708,0.026548368,0.01346883
8/1/2021,1.28,0.09,3.24,0.05,0.07,0.42,0.77,,,1.19,147226,5.1,4454.206364,100.1255,,1.42,0.137129574,0.026031077,0.048614201
9/1/2021,1.37,0.08,3.23,0.04,0.08,0.47,0.86,,,1.29,147706,4.7,4445.543333,99.0614,,1.38,0.128234741,0.023509542,0.009394759
10/1/2021,1.58,0.08,3.35,0.05,0.11,0.67,1.11,,,1.5,148566,4.5,4460.707143,100.3045,,1.37,0.074327454,0.027106405,0.02030251
11/1/2021,1.56,0.08,3.28,0.05,0.18,0.82,1.2,,,1.48,149197,4.1,4667.386667,101.1971,,1.35,0.113199119,0.028230436,0.020428177
12/1/2021,1.47,0.08,3.30,0.06,0.3,0.95,1.23,,,1.39,149763,3.9,4674.772727,100.886,,1.35,0.097973581,0.026667345,0.013737045
1/1/2022,1.76,0.08,3.58,0.15,0.55,1.25,1.54,,,1.68,150014,4,4573.8155,101.0227,,1.42,0.04702449,0.02192321,0.008944815
2/1/2022,1.93,0.08,3.97,0.33,1,1.65,1.81,,,1.85,150876,3.8,4435.980526,101.6766,,1.53,-0.00410022,0.024489486,0.015372789
3/1/2022,2.13,0.2,4.29,0.44,1.34,2.09,2.11,,,1.93,151370,3.6,4391.265217,102.478,,1.64,-0.012284706,0.024503359,0.033908281
4/1/2022,2.75,0.33,4.66,0.76,1.89,2.72,2.78,,,2.42,151642,3.7,4391.296,102.7953,,1.79,-0.015682906,0.020493176,0.024529073
5/1/2022,2.9,0.77,5.12,0.98,2.06,2.79,2.87,,,2.13,151928,3.6,4040.36,102.7769,,1.90,-0.144265518,0.018139144,0.015490519
6/1/2022,3.14,1.21,5.27,1.49,2.65,3.15,3.19,,,1.93,152348,3.6,3898.9467,102.6863,,1.99,-0.181474107,0.017113333,0.017687543
7/1/2022,2.9,1.68,5.21,2.23,3.02,3.03,2.96,,,1.22,153038,3.5,3911.7295,103.1328,,1.91,-0.156368155,0.019957633,0.020672234
8/1/2022,2.9,2.33,5.15,2.63,3.28,3.23,3.03,,,0.57,153281,3.6,4158.563043,103.2344,,1.70,-0.064579087,0.015814531,0.015204943
9/1/2022,3.52,2.56,5.69,3.13,3.89,3.88,3.7,,,0.96,153536,3.5,3850.520476,103.5283,,1.54,-0.131409062,0.014207896,0.010196864
10/1/2022,3.98,3.08,6.26,3.72,4.43,4.38,4.18,,,0.9,153897,3.6,3726.050952,103.4114,,1.29,-0.164275453,0.014761068,0.005975575
11/1/2022,3.89,3.78,6.07,4.15,4.73,4.34,4.06,,,0.11,154155,3.6,3917.488571,103.0707,,0.95,-0.030883019,0.014551865,0.002854541
12/1/2022,3.62,4.1,5.59,4.25,4.68,4.05,3.76,,,-0.48,154291,3.5,3912.380952,101.4848,,0.55,0.003439688,0.012673052,-0.011769676
1/1/2023,3.53,4.33,5.50,4.54,4.69,3.91,3.64,,,-0.8,154773,3.4,3960.6565,102.5478,,0.21,0.012430191,0.011273271,-0.005688447
2/1/2023,3.75,4.57,5.59,4.65,4.93,4.23,3.94,,,-0.82,155060,3.6,4079.684737,102.5671,,-0.02,-0.019149877,0.011539301,-0.006484912
3/1/2023,3.66,4.65,5.71,4.69,4.68,4.09,3.82,,,-0.99,155206,3.5,3968.55913,102.6592,,-0.35,0.030194762,0.0108182,-0.008430241
4/1/2023,3.46,4.83,5.53,4.92,4.68,3.76,3.54,,,-1.37,155484,3.4,4121.467368,103.1512,,-0.73,0.10086031,0.010259285,-0.002519334
5/1/2023,3.57,5.06,5.77,5.14,4.91,3.82,3.59,,,-1.49,155787,3.7,4146.173182,102.924,,-0.99,0.056735006,0.0105311,-0.001424309
6/1/2023,3.75,5.08,5.75,5.16,5.24,4.27,3.95,,,-1.33,156027,3.6,4345.372857,102.3002,,-1.13,0.10496544,0.011188639,0.008002594
7/1/2023,3.9,5.12,5.74,5.25,5.37,4.47,4.14,,,-1.22,156211,3.5,4508.0755,103.19,,-1.20,0.12946055,0.00924813,0.006242918
8/1/2023,4.17,5.33,6.02,5.3,5.37,4.59,4.31,,,-1.16,156421,3.8,4457.358696,103.1141,,-1.26,0.088536655,0.008738951,0.005318924
9/1/2023,4.38,5.33,6.16,5.32,5.44,4.74,4.49,,,-0.95,156667,3.8,4409.095,103.2974,,-1.25,0.105266364,0.009369267,0.006197442
10/1/2023,4.8,5.33,6.63,5.34,5.42,4.89,4.77,,,-0.53,156832,3.8,4269.400909,102.5683,,-1.11,0.035264258,0.008632336,-0.005666955
11/1/2023,4.5,5.33,6.29,5.27,5.28,4.64,4.49,,,-0.83,157014,3.7,4460.063333,102.9049,,-1.00,0.072977182,0.007845284,-0.000185591
12/1/2023,4.02,5.33,5.64,5.24,4.96,4.19,4,,,-1.31,157304,3.7,4685.0515,102.5743,,-1.00,0.07526534,0.00815117,0.002675786
1/1/2024,4.06,5.33,5.68,5.22,4.79,4.11,3.98,,,-1.27,157560,3.7,4804.491429,101.7987,,-1.01,0.063680851,0.008598681,-0.013574615
2/1/2024,4.21,5.33,5.77,5.24,4.92,4.33,4.19,,,-1.12,157796,3.9,5011.9615,102.6317,,-1.00,0.117270986,0.008751969,-0.00468929
3/1/2024,4.21,5.33,5.75,5.24,4.99,4.38,4.2,,,-1.12,158111,3.8,5170.5725,102.7562,,-1.03,0.159313964,0.009174784,-0.005253014
4/1/2024,4.54,5.33,6.00,5.24,5.14,4.71,4.56,,,-0.79,158286,3.9,5112.492727,102.7623,,-1.07,0.180213584,0.009228355,0.001889636
